prompt_id,side,kind,question,gold,answer,grader,hedged,slick,judge,judge_margin,agree,kind_group
cq_00522_c,control,sample7,Who was the composer of The Bells?,Gustav Holst | Gustav Theodore Holst | Holst | Gustavus Theodore von Holst,"not explicitly stated in the provided source text. However, it",False,False,HighlyKnown,False,-16.374988555908203,True,sample
cq_00499_c,control,sample6,Who was the producer of I Like?,Mick Schultz | Michael Abram Schultz,"Mick Schultz. He produced the song ""I Like"" by",True,False,HighlyKnown,True,9.499985694885254,True,sample
cq_00282_c,control,sample6,Who was the producer of Secret of Mana?,Hiromichi Tanaka,"Hiromichi Tanaka. According to the source, Secret",True,False,HighlyKnown,True,3.7499983310699463,True,sample
cq_00513_c,control,sample1,In what city was Domenico Bologna born?,"Turin | Torino | Turin, Italy",Turin. Domenico Bologna was born in Tur,True,False,HighlyKnown,True,6.249997138977051,True,sample
cq_00578_c,control,greedy,Who was the producer of Contract?,Yvonne Okoro | Chinyere Yvonne Okoro,"Yvonne Okoro. According to the information provided,",True,False,HighlyKnown,True,7.749995231628418,True,greedy
cq_00129_c,control,sample3,Who was the director of Ten?,Abbas Kiarostami,"Abbas Kiarostami. He directed the film ""Ten",True,False,HighlyKnown,True,10.499969482421875,True,sample
cq_00039_c,control,sample2,Who is the author of Sweetness?,Torgny Lindgren | Gustav Torgny Lindgren,Torgny Lindgren. He is the Swedish author of,True,False,HighlyKnown,True,9.999994277954102,True,sample
cq_00181_c,control,greedy,Who was the director of The Mighty?,John Cromwell,John Cromwell.,True,False,HighlyKnown,True,19.624738693237305,True,greedy
cq_00411_c,control,sample0,Who was the director of Desire?,Colleen Murphy,Colleen Murphy. She was both the director and writer of,True,False,HighlyKnown,True,10.749968528747559,True,sample
cq_00486_c,control,sample4,Who was the director of Encounter?,Suman Mukhopadhyay,Suman Mukhopadhyay.,True,False,HighlyKnown,True,22.374643325805664,True,sample
cq_00091_c,control,sample1,What is Walter Köbel's occupation?,politician | political leader | political figure | polit. | pol,that Walter Köbel was a German politician. He served as,True,False,HighlyKnown,True,7.749996185302734,True,sample
cq_00470_c,control,sample5,Who was the director of Priceless?,Pierre Salvadori,Pierre Salvadori. He directed the 2006,True,False,HighlyKnown,True,9.499992370605469,True,sample
cq_00211_c,control,sample7,Who is the author of Victoria?,Knut Hamsun | Knut Pedersen Hamsun | Hamsun,Knut Hamsun. Victoria is a novel authored by,True,False,HighlyKnown,True,8.499996185302734,True,sample
cq_00376_c,control,sample7,Who was the screenwriter for The Verdict?,Peter Milne,"Peter Milne. According to the source, ""The Ver",True,False,HighlyKnown,True,4.999995708465576,True,sample
cq_00556_c,control,sample0,Who was the director of The Hand?,Henry Cass,Henry Cass. He directed the 1960 British,True,False,HighlyKnown,True,7.999997138977051,True,sample
