neuron_id,layer,neuron_idx,category,prompt_id,orig_entropy,ablated_entropy,entropy_shift,orig_top1_prob,ablated_top1_prob,direct_effect_score,split
L30_N1457,30,1457,contradictory_context,cc_ctrl_0000,0.10483931005001068,0.10480719804763794,-3.21120023727417e-05,0.9870619177818298,0.9870662093162537,0.22265625,control
L30_N1457,30,1457,contradictory_context,cc_ctrl_0001,3.7163846492767334,3.7222235202789307,0.005838871002197266,0.17446215450763702,0.1798008382320404,0.22265625,control
L30_N1457,30,1457,contradictory_context,cc_ctrl_0002,0.02862725406885147,0.02733602188527584,-0.0012912321835756302,0.9969215989112854,0.9970676302909851,0.22265625,control
L30_N1457,30,1457,contradictory_context,cc_ctrl_0003,0.996307373046875,0.9832816123962402,-0.013025760650634766,0.8334115147590637,0.8359754085540771,0.22265625,control
L30_N1457,30,1457,contradictory_context,cc_ctrl_0004,1.8994948863983154,1.8846981525421143,-0.014796733856201172,0.43525856733322144,0.4390665888786316,0.22265625,control
L30_N1457,30,1457,contradictory_context,cc_ctrl_0005,0.14800913631916046,0.14801473915576935,5.602836608886719e-06,0.9763167500495911,0.9763163924217224,0.22265625,control
L30_N1457,30,1457,contradictory_context,cc_ctrl_0006,1.2890031337738037,1.2760534286499023,-0.012949705123901367,0.7505188584327698,0.7543864250183105,0.22265625,control
L30_N1457,30,1457,contradictory_context,cc_ctrl_0007,0.0011413642205297947,0.0011923435376957059,5.09793171659112e-05,0.9999159574508667,0.9999116659164429,0.22265625,control
L30_N1457,30,1457,contradictory_context,cc_ctrl_0008,0.002436235547065735,0.0023539867252111435,-8.224882185459137e-05,0.999789297580719,0.9997956156730652,0.22265625,control
L30_N1457,30,1457,contradictory_context,cc_ctrl_0009,2.569831371307373,2.657081365585327,0.0872499942779541,0.5022011995315552,0.48264870047569275,0.22265625,control
L30_N1457,30,1457,contradictory_context,cc_ctrl_0010,0.0017168897902593017,0.001728741219267249,1.1851429007947445e-05,0.9998675584793091,0.9998666048049927,0.22265625,control
L30_N1457,30,1457,contradictory_context,cc_ctrl_0011,0.3967018723487854,0.4217795133590698,0.025077641010284424,0.9297882318496704,0.9243261218070984,0.22265625,control
