category,prompt_id,split,is_control,entropy,top1_prob,top1_token
ambiguity,amb_0000,working,False,4.457148551940918,0.37024134397506714,:
ambiguity,amb_0001,working,False,6.206558704376221,0.15597836673259735,:
ambiguity,amb_0002,working,False,4.857988357543945,0.28872349858283997,:
ambiguity,amb_0003,working,False,5.00117301940918,0.3441590964794159,:
ambiguity,amb_0004,working,False,5.8358988761901855,0.1416899561882019,:
ambiguity,amb_0005,working,False,5.9714460372924805,0.07089672237634659,:
ambiguity,amb_0006,working,False,4.735405445098877,0.24815450608730316,:
ambiguity,amb_0007,working,False,4.892559051513672,0.31356698274612427, 
ambiguity,amb_0008,working,False,4.127343654632568,0.335039883852005,:
ambiguity,amb_0009,working,False,4.887705326080322,0.28563788533210754,:
ambiguity,amb_0010,working,False,5.002130508422852,0.28661027550697327,:
ambiguity,amb_0011,working,False,5.436570167541504,0.2408934086561203,:
ambiguity,amb_0012,working,False,4.902636528015137,0.17997142672538757,:
ambiguity,amb_0013,working,False,5.037431240081787,0.25593942403793335,:
ambiguity,amb_0014,working,False,5.061953544616699,0.282208651304245,:
ambiguity,amb_0015,working,False,5.365363597869873,0.24522173404693604,:
ambiguity,amb_0016,working,False,5.114143371582031,0.09956938773393631, that
ambiguity,amb_0017,working,False,5.181484222412109,0.09726452827453613, 
ambiguity,amb_0018,working,False,6.308067321777344,0.17667289078235626,:
ambiguity,amb_0019,working,False,5.2824625968933105,0.15271300077438354,:
ambiguity,amb_0020,working,False,4.208834648132324,0.41796523332595825,:
ambiguity,amb_0021,working,False,4.739758491516113,0.24444212019443512, Meghan
ambiguity,amb_0022,working,False,6.042888641357422,0.21726727485656738,:
ambiguity,amb_0023,working,False,5.856184959411621,0.22402971982955933,:
ambiguity,amb_0024,working,False,4.931017875671387,0.16669556498527527, 
ambiguity,amb_0025,working,False,5.5252275466918945,0.13235074281692505,:
ambiguity,amb_0026,working,False,6.055288314819336,0.0832921713590622,:
ambiguity,amb_0027,working,False,5.988166809082031,0.17038856446743011,:
ambiguity,amb_0028,working,False,5.267596244812012,0.2959800362586975,:
ambiguity,amb_0029,working,False,4.509634971618652,0.31894004344940186,:
ambiguity,amb_0030,working,False,5.978787422180176,0.06599757820367813,:
ambiguity,amb_0031,working,False,5.052143096923828,0.09398087114095688, that
ambiguity,amb_0032,working,False,4.537709712982178,0.2411404252052307,:
ambiguity,amb_0033,working,False,5.812618255615234,0.17646244168281555,:
ambiguity,amb_0034,working,False,4.465563774108887,0.25354182720184326, Benjamin
ambiguity,amb_0035,working,False,5.19642448425293,0.2030893862247467, 
ambiguity,amb_0036,working,False,5.264932632446289,0.11454647034406662,:
ambiguity,amb_0037,working,False,5.383085250854492,0.11950373649597168,:
ambiguity,amb_0038,working,False,5.150224685668945,0.12062902748584747, that
ambiguity,amb_0039,working,False,5.641412734985352,0.19739684462547302,:
ambiguity,amb_0040,working,False,5.1235456466674805,0.13884977996349335,:
ambiguity,amb_0041,working,False,5.626955986022949,0.19084323942661285,:
ambiguity,amb_0042,working,False,5.418848991394043,0.15996667742729187,:
ambiguity,amb_0043,working,False,5.5875139236450195,0.18854893743991852,:
ambiguity,amb_0044,working,False,5.141319274902344,0.1960168331861496,:
ambiguity,amb_0045,working,False,5.456897735595703,0.2616477608680725,:
ambiguity,amb_0046,working,False,5.9318318367004395,0.12779465317726135,:
ambiguity,amb_0047,working,False,5.1068196296691895,0.20830576121807098,:
ambiguity,amb_0048,working,False,4.983527183532715,0.1524645984172821,:
ambiguity,amb_0049,working,False,5.640008926391602,0.10373856872320175,:
ambiguity,amb_0050,working,False,6.37217903137207,0.1391916424036026,:
ambiguity,amb_0051,working,False,5.8874711990356445,0.07548656314611435, that
ambiguity,amb_0052,working,False,4.929884910583496,0.17430463433265686,:
ambiguity,amb_0053,working,False,4.644532680511475,0.2390698492527008,:
ambiguity,amb_0054,working,False,5.2387542724609375,0.10359881073236465,:
ambiguity,amb_0055,working,False,5.235000133514404,0.19906145334243774,:
ambiguity,amb_0056,working,False,5.17162561416626,0.10405877232551575,:
ambiguity,amb_0057,working,False,5.653637886047363,0.20432928204536438,:
ambiguity,amb_0058,working,False,5.352259635925293,0.15914219617843628,:
ambiguity,amb_0059,working,False,4.859497547149658,0.20610876381397247, 
ambiguity,amb_0060,working,False,5.417421340942383,0.15653491020202637,:
ambiguity,amb_0061,working,False,5.117612838745117,0.11660652607679367,:
ambiguity,amb_0062,working,False,5.536537170410156,0.1460198312997818, Ray
ambiguity,amb_0063,working,False,5.509198188781738,0.12420587986707687,:
ambiguity,amb_0064,working,False,5.000068187713623,0.09212968498468399, that
ambiguity,amb_0065,working,False,3.9807257652282715,0.40475109219551086, Brazil
ambiguity,amb_0066,working,False,5.260357856750488,0.10829763114452362,:
ambiguity,amb_0067,working,False,5.886886119842529,0.17501208186149597,:
ambiguity,amb_0068,working,False,5.818093776702881,0.12878568470478058,:
ambiguity,amb_0069,working,False,5.345118999481201,0.20242607593536377,:
